Year,State,Type of beverage,Gallons of beverage,Gallons of ethanol (absolute alcohol),Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Decile for per capita consumption age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older,Decile for per capita consumption age 21 and older,Type of data source,Time-varying alcohol by volume (ABV),Gallons of ethanol derived from time-varying ABV
1990,North Carolina,Wine,11407000,1471503,5394821,2728,6,4688373,3139,6,N/A,12,1277584
1990,North Carolina,Beer,138677074,6240468,5394821,11568,9,4688373,3311,9,N/A,46,6379145
1990,North Carolina,All beverages,N/A,11220724,5394821,20799,9,4688373,3933,8,N/A,N/A,11037425
1990,North Dakota,Spirits,1133188,465740,501889,9280,3,435712,0689,3,N/A,68,417013
1990,North Dakota,Wine,658271,84917,501889,1692,9,435712,1949,9,N/A,97,63852
1990,North Dakota,Beer,16354851,735968,501889,14664,3,435712,6891,3,N/A,46,752323
1990,North Dakota,All beverages,N/A,1286625,501889,25636,4,435712,9529,4,N/A,N/A,1233188
1990,Ohio,Spirits,11129637,4574281,8677827,5271,0,7571418,6042,0,N/A,54,3939891
1990,Ohio,Wine,14476000,1867404,8677827,2152,7,7571418,2466,7,N/A,09,1577884
1990,Ohio,Beer,258979921,11654096,8677827,13430,5,7571418,5392,6,N/A,46,11913076
1990,Ohio,All beverages,N/A,18095781,8677827,20853,8,7571418,3900,9,N/A,N/A,17430851
1990,Oklahoma,Spirits,3355815,1379240,2486364,5547,9,2158394,6390,9,N/A,95,1325547
1990,Oklahoma,Wine,2603278,335823,2486364,1351,9,2158394,1556,9,N/A,19,309790
1990,Oklahoma,Beer,61816790,2781756,2486364,11188,0,2158394,2888,0,N/A,46,2843572
1990,Oklahoma,All beverages,N/A,4496819,2486364,18086,0,2158394,0834,0,N/A,N/A,4478909
1990,Oregon,Spirits,4010044,1648128,2270473,7259,6,1998505,8247,6,N/A,89,1559907
1990,Oregon,Wine,8199647,1057754,2270473,4659,2,1998505,5293,2,N/A,06,869163
1990,Oregon,Beer,66615463,2997696,2270473,13203,6,1998505,5000,6,N/A,46,3064311
1990,Oregon,All beverages,N/A,5703578,2270473,25121,5,1998505,8539,5,N/A,N/A,5493381
1990,Pennsylvania,Spirits,13006074,5345496,9700623,5510,9,8551230,6251,9,N/A,79,4929302
1990,Pennsylvania,Wine,13531287,1745536,9700623,1799,8,8551230,2041,9,N/A,17,1583161
1990,Pennsylvania,Beer,306238801,13780746,9700623,14206,4,8551230,6116,4,N/A,46,14086985
1990,Pennsylvania,All beverages,N/A,20871778,9700623,21516,8,8551230,4408,8,N/A,N/A,20599448
1990,Rhode Island,Spirits,1578997,648968,826558,7851,5,725369,8947,6,N/A,63,573176
1990,Rhode Island,Wine,2802379,361507,826558,4374,3,725369,4984,3,N/A,12,313866
1990,Rhode Island,Beer,24112927,1085082,826558,13128,7,725369,4959,7,N/A,46,1109195
1990,Rhode Island,All beverages,N/A,2095557,826558,25353,5,725369,8890,5,N/A,N/A,1996237
1990,South Carolina,Spirits,6196545,2546780,2781705,9155,3,2393507,0640,3,N/A,93,2435242
1990,South Carolina,Wine,5493000,708597,2781705,2547,6,2393507,2960,6,N/A,99,543807
1990,South Carolina,Beer,89169640,4012634,2781705,14425,4,2393507,6765,3,N/A,46,4101803
1990,South Carolina,All beverages,N/A,7268011,2781705,26128,4,2393507,0366,3,N/A,N/A,7080852
1990,South Dakota,Spirits,1045723,429792,537903,7990,5,466502,9213,5,N/A,67,383780
1990,South Dakota,Wine,739000,95331,537903,1772,9,466502,2044,8,N/A,03,76117
1990,South Dakota,Beer,16275124,732381,537903,13615,5,466502,5699,5,N/A,46,748656
1990,South Dakota,All beverages,N/A,1257504,537903,23378,6,466502,6956,6,N/A,N/A,1208553
1990,Tennessee,Spirits,5796230,2382251,3945188,6038,8,3434409,6936,8,N/A,85,2231549
1990,Tennessee,Wine,4418000,569922,3945188,1445,9,3434409,1659,9,N/A,02,450636
1990,Tennessee,Beer,106588695,4796491,3945188,12158,8,3434409,3966,8,N/A,46,4903080
1990,Tennessee,All beverages,N/A,7748664,3945188,19641,9,3434409,2562,9,N/A,N/A,7585265
1990,Texas,Spirits,18425179,7572749,13160833,5754,9,11314420,6693,9,N/A,98,7333221
1990,Texas,Wine,26379781,3402992,13160833,2586,6,11314420,3008,6,N/A,97,2558839
1990,Texas,Beer,479824642,21592109,13160833,16406,2,11314420,9084,1,N/A,46,22071934
1990,Texas,All beverages,N/A,32567850,13160833,24746,6,11314420,8784,5,N/A,N/A,31963994
1990,Utah,Spirits,1388336,570606,1228579,4644,0,1012130,5638,0,N/A,38,469258
1990,Utah,Wine,1170000,150930,1228579,1228,0,1012130,1491,0,N/A,12,131040
1990,Utah,Beer,21859371,983672,1228579,8007,0,1012130,9719,0,N/A,46,1005531
1990,Utah,All beverages,N/A,1705208,1228579,13880,0,1012130,6848,0,N/A,N/A,1605829
1990,Vermont,Spirits,936282,384812,450614,8540,4,391756,9823,4,N/A,79,354851
1990,Vermont,Wine,1687000,217623,450614,4829,2,391756,5555,1,N/A,01,170387
1990,Vermont,Beer,14685878,660865,450614,14666,3,391756,6869,3,N/A,46,675550
1990,Vermont,All beverages,N/A,1263300,450614,28035,2,391756,2247,2,N/A,N/A,1200788
1990,Virginia,Spirits,7612725,3128830,5012102,6243,8,4388078,7130,8,N/A,86,2938512
1990,Virginia,Wine,11715564,1511308,5012102,3015,5,4388078,3444,5,N/A,02,1194988
1990,Virginia,Beer,139421732,6273978,5012102,12518,7,4388078,4298,7,N/A,46,6413400
1990,Virginia,All beverages,N/A,10914116,5012102,21776,8,4388078,4872,8,N/A,N/A,10546900
1990,Washington,Spirits,7114314,2923983,3856497,7582,6,3391434,8622,6,N/A,89,2767468
1990,Washington,Wine,13734054,1771693,3856497,4594,2,3391434,5224,2,N/A,03,1414608
1990,Washington,Beer,109066804,4908006,3856497,12727,7,3391434,4472,7,N/A,46,5017073
1990,Washington,All beverages,N/A,9603682,3856497,24903,5,3391434,8317,5,N/A,N/A,9199149
1990,West Virginia,Spirits,1482732,609403,1462824,4166,0,1267321,4809,0,N/A,92,581231
1990,West Virginia,Wine,1185000,152865,1462824,1045,0,1267321,1206,0,N/A,01,119685
1990,West Virginia,Beer,38856577,1748546,1462824,11953,8,1267321,3797,8,N/A,46,1787403
1990,West Virginia,All beverages,N/A,2510814,1462824,17164,0,1267321,9812,0,N/A,N/A,2488319
1990,Wisconsin,Spirits,9715412,3993034,3868489,10322,2,3377223,1823,2,N/A,78,3672426
1990,Wisconsin,Wine,9150234,1180380,3868489,3051,5,3377223,3495,5,N/A,03,942474
1990,Wisconsin,Beer,149312282,6719053,3868489,17369,1,3377223,9895,1,N/A,46,6868365
1990,Wisconsin,All beverages,N/A,11892467,3868489,30742,1,3377223,5214,1,N/A,N/A,11483265
1990,Wyoming,Spirits,781088,321027,346107,9275,3,297382,0795,3,N/A,69,288221
1990,Wyoming,Wine,598000,77142,346107,2229,7,297382,2594,7,N/A,00,59800
1990,Wyoming,Beer,11364042,511382,346107,14775,3,297382,7196,3,N/A,46,522746
1990,Wyoming,All beverages,N/A,909551,346107,26279,3,297382,0585,3,N/A,N/A,870767
1990,Northeast Region,Spirits,81157663,33355800,41471435,8043,N/A,36595286,9115,N/A,N/A,75,30434124
1990,Northeast Region,Wine,120968357,15604919,41471435,3763,N/A,36595286,4264,N/A,N/A,11,13427488
1990,Northeast Region,Beer,1136810242,51156463,41471435,12335,N/A,36595286,3979,N/A,N/A,46,52293271
1990,Northeast Region,All beverages,N/A,100117182,41471435,24141,N/A,36595286,7358,N/A,N/A,N/A,96154883
1990,Midwest Region,Spirits,84900656,34894170,47450327,7354,N/A,41383074,8432,N/A,N/A,70,31413243
1990,Midwest Region,Wine,95027455,12258541,47450327,2583,N/A,41383074,2962,N/A,N/A,06,10072910
1990,Midwest Region,Beer,1453501651,65407574,47450327,13784,N/A,41383074,5805,N/A,N/A,46,66861076
1990,Midwest Region,All beverages,N/A,112560285,47450327,23722,N/A,41383074,7200,N/A,N/A,N/A,08347229
1990,South Region,Spirits,123255139,50657865,68293996,7418,N/A,59432155,8524,N/A,N/A,88,47822994
1990,South Region,Wine,135317694,17455982,68293996,2556,N/A,59432155,2937,N/A,N/A,04,14073040
1990,South Region,Beer,2068726536,93092694,68293996,13631,N/A,59432155,5664,N/A,N/A,46,95161421
1990,South Region,All beverages,N/A,161206541,68293996,23605,N/A,59432155,7124,N/A,N/A,N/A,57057455
1990,West Region,Spirits,85170207,35004954,41520014,8431,N/A,36240510,9659,N/A,N/A,75,31938828
1990,West Region,Wine,160054240,20646996,41520014,4973,N/A,36240510,5697,N/A,N/A,05,16805695
1990,West Region,Beer,1262003942,56790178,41520014,13678,N/A,36240510,5670,N/A,N/A,46,58052181
1990,West Region,All beverages,N/A,112442128,41520014,27081,N/A,36240510,1027,N/A,N/A,N/A,06796704
1990,United States,Spirits,374483665,153912789,198735772,7745,N/A,173651025,8863,N/A,N/A,77,41180342
1990,United States,Wine,511367746,65966438,198735772,3319,N/A,173651025,3799,N/A,N/A,06,54204981
1990,United States,Beer,5921042371,266446909,198735772,13407,N/A,173651025,5344,N/A,N/A,46,72367949
1990,United States,All beverages,N/A,486326136,198735772,24471,N/A,173651025,8006,N/A,N/A,N/A,67753272
1991,Alabama,Spirits,4684571,1925359,3278595,5873,8,2836520,6788,8,N/A,96,1855090
1991,Alabama,Wine,4380000,565020,3278595,1723,8,2836520,1992,8,N/A,05,459900
1991,Alabama,Beer,72920986,3281444,3278595,10009,0,2836520,1569,0,N/A,46,3354365
1991,Alabama,All beverages,N/A,5771823,3278595,17605,0,2836520,0348,0,N/A,N/A,5669355
1991,Alaska,Spirits,1165534,479034,420421,11394,1,364906,3128,1,N/A,51,409102
1991,Alaska,Wine,1404843,181225,420421,4311,2,364906,4966,2,N/A,11,155938
1991,Alaska,Beer,14408077,648363,420421,15422,2,364906,7768,2,N/A,46,662772
1991,Alaska,All beverages,N/A,1308622,420421,31126,1,364906,5862,1,N/A,N/A,1227812
1991,Arizona,Spirits,5654348,2323937,2964051,7840,4,2594251,8958,4,N/A,81,2154307
1991,Arizona,Wine,7960858,1026951,2964051,3465,4,2594251,3959,4,N/A,98,780164
1991,Arizona,Beer,104211775,4689530,2964051,15821,2,2594251,8077,2,N/A,46,4793742
1991,Arizona,All beverages,N/A,8040418,2964051,27126,2,2594251,0993,2,N/A,N/A,7728213
1991,Arkansas,Spirits,2664457,1095092,1898088,5769,8,1646750,6650,8,N/A,64,969862
1991,Arkansas,Wine,1676000,216204,1898088,1139,0,1646750,1313,0,N/A,09,182684
1991,Arkansas,Beer,47188882,2123500,1898088,11188,9,1646750,2895,9,N/A,46,2170689
1991,Arkansas,All beverages,N/A,3434796,1898088,18096,9,1646750,0858,9,N/A,N/A,3323235
1991,California,Spirits,43370749,17825378,23798181,7490,5,20894983,8531,5,N/A,73,16177289
1991,California,Wine,90277840,11645841,23798181,4894,1,20894983,5574,1,N/A,04,9388895
1991,California,Beer,643784701,28970312,23798181,12173,7,20894983,3865,7,N/A,46,29614096
1991,California,All beverages,N/A,58441531,23798181,24557,4,20894983,7969,4,N/A,N/A,55180280
1991,Colorado,Spirits,5640526,2318256,2667684,8690,2,2348252,9872,2,N/A,76,2120838
1991,Colorado,Wine,7291751,940636,2667684,3526,3,2348252,4006,3,N/A,98,714592
1991,Colorado,Beer,82470617,3711178,2667684,13912,4,2348252,5804,4,N/A,46,3793648
1991,Colorado,All beverages,N/A,6970070,2667684,26128,3,2348252,9682,3,N/A,N/A,6629078
1991,Connecticut,Spirits,5489084,2256014,2690584,8385,3,2402137,9392,3,N/A,73,2047428
1991,Connecticut,Wine,8870413,1144283,2690584,4253,3,2402137,4764,3,N/A,07,949134
1991,Connecticut,Beer,61628057,2773263,2690584,10307,0,2402137,1545,0,N/A,46,2834891
1991,Connecticut,All beverages,N/A,6173560,2690584,22945,6,2402137,5700,6,N/A,N/A,5831453
1991,Delaware,Spirits,1265735,520217,546713,9515,1,482412,0784,1,N/A,67,464525
1991,Delaware,Wine,1482302,191217,546713,3498,4,482412,3964,4,N/A,04,154159
1991,Delaware,Beer,16961913,763286,546713,13961,4,482412,5822,4,N/A,46,780248
1991,Delaware,All beverages,N/A,1474720,546713,26974,2,482412,0570,2,N/A,N/A,1398932
1991,District of Columbia,Spirits,2278536,936478,506357,18494,1,453081,0669,1,N/A,93,895465
1991,District of Columbia,Wine,2410000,310890,506357,6140,1,453081,6862,1,N/A,11,267510
1991,District of Columbia,Beer,16005300,720239,506357,14224,3,453081,5896,4,N/A,46,736244
1991,District of Columbia,All beverages,N/A,1967607,506357,38858,1,453081,3427,1,N/A,N/A,1899219
1991,Florida,Spirits,24374744,10018020,10942730,9155,2,9810425,0212,2,N/A,74,9116154
1991,Florida,Wine,29152744,3760704,10942730,3437,4,9810425,3833,4,N/A,02,2973580
1991,Florida,Beer,347338102,15630215,10942730,14284,3,9810425,5932,3,N/A,46,15977553
1991,Florida,All beverages,N/A,29408939,10942730,26875,2,9810425,9977,3,N/A,N/A,28067287
1991,Georgia,Spirits,10014142,4115812,5252149,7836,4,4559829,9026,4,N/A,92,3925544
1991,Georgia,Wine,9066094,1169526,5252149,2227,6,4559829,2565,6,N/A,00,906609
1991,Georgia,Beer,135287439,6087935,5252149,11591,8,4559829,3351,8,N/A,46,6223222
1991,Georgia,All beverages,N/A,11373273,5252149,21655,7,4559829,4942,7,N/A,N/A,11055375
1991,Hawaii,Spirits,1550172,637121,906225,7030,6,801292,7951,6,N/A,90,604567
1991,Hawaii,Wine,2797000,360813,906225,3981,3,801292,4503,3,N/A,02,285294
1991,Hawaii,Beer,31563487,1420357,906225,15673,2,801292,7726,2,N/A,46,1451920
1991,Hawaii,All beverages,N/A,2418291,906225,26685,2,801292,0180,2,N/A,N/A,2341781
1991,Idaho,Spirits,1089837,447923,794070,5641,9,675341,6633,8,N/A,78,411958
1991,Idaho,Wine,1942000,250518,794070,3155,4,675341,3710,4,N/A,01,196142
1991,Idaho,Beer,23111616,1040023,794070,13097,6,675341,5400,5,N/A,46,1063134
1991,Idaho,All beverages,N/A,1738464,794070,21893,7,675341,5742,6,N/A,N/A,1671234
1991,Illinois,Spirits,16921250,6954634,9199533,7560,5,8065109,8623,5,N/A,70,6260863
1991,Illinois,Wine,24380037,3145025,9199533,3419,4,8065109,3900,4,N/A,09,2657424
1991,Illinois,Beer,282756702,12724052,9199533,13831,4,8065109,5777,4,N/A,46,13006808
1991,Illinois,All beverages,N/A,22823711,9199533,24810,4,8065109,8299,4,N/A,N/A,21925095
1991,Indiana,Spirits,6490925,2667770,4483258,5951,8,3894321,6850,8,N/A,63,2356206
1991,Indiana,Wine,6634000,855786,4483258,1909,7,3894321,2198,7,N/A,03,683302
1991,Indiana,Beer,121058441,5447630,4483258,12151,7,3894321,3989,7,N/A,46,5568688
1991,Indiana,All beverages,N/A,8971186,4483258,20010,9,3894321,3037,8,N/A,N/A,8608196
1991,Iowa,Spirits,2841667,1167925,2228313,5241,0,1948358,5994,0,N/A,70,1051417
1991,Iowa,Wine,2790702,360001,2228313,1616,8,1948358,1848,8,N/A,89,248372
1991,Iowa,Beer,65548984,2949704,2228313,13237,6,1948358,5139,6,N/A,46,3015253
1991,Iowa,All beverages,N/A,4477630,2228313,20094,8,1948358,2982,9,N/A,N/A,4315042
1991,Kansas,Spirits,2733941,1123650,1962469,5726,8,1719119,6536,9,N/A,70,1011558
1991,Kansas,Wine,2063348,266172,1962469,1356,9,1719119,1548,9,N/A,94,193955
1991,Kansas,Beer,49972014,2248741,1962469,11459,9,1719119,3081,8,N/A,46,2298713
1991,Kansas,All beverages,N/A,3638563,1962469,18541,9,1719119,1165,9,N/A,N/A,3504226
1991,Kentucky,Spirits,4105016,1687162,2987309,5648,9,2591267,6511,9,N/A,76,1543486
1991,Kentucky,Wine,2508388,323582,2987309,1083,0,2591267,1249,0,N/A,01,253347
1991,Kentucky,Beer,73510935,3307992,2987309,11073,9,2591267,2766,9,N/A,46,3381503
1991,Kentucky,All beverages,N/A,5318736,2987309,17804,0,2591267,0526,0,N/A,N/A,5178336
1991,Louisiana,Spirits,5864244,2410204,3289446,7327,6,2825247,8531,5,N/A,66,2146313
1991,Louisiana,Wine,5414568,698479,3289446,2123,7,2825247,2472,7,N/A,16,628090
1991,Louisiana,Beer,110777477,4984986,3289446,15154,2,2825247,7644,2,N/A,46,5095764
1991,Louisiana,All beverages,N/A,8093669,3289446,24605,4,2825247,8648,3,N/A,N/A,7870167
1991,Maine,Spirits,1849555,760167,993172,7654,4,872551,8712,5,N/A,78,699132
1991,Maine,Wine,2339344,301775,993172,3038,5,872551,3459,5,N/A,01,236274
1991,Maine,Beer,26149106,1176710,993172,11848,8,872551,3486,8,N/A,46,1202859
1991,Maine,All beverages,N/A,2238652,993172,22540,6,872551,5656,7,N/A,N/A,2138265
1991,Maryland,Spirits,8386922,3447025,3892220,8856,2,3460480,9961,2,N/A,74,3136709
1991,Maryland,Wine,9054588,1168042,3892220,3001,5,3460480,3375,5,N/A,07,968841
1991,Maryland,Beer,99280154,4467607,3892220,11478,8,3460480,2910,9,N/A,46,4566887
1991,Maryland,All beverages,N/A,9082674,3892220,23335,6,3460480,6247,6,N/A,N/A,8672437
1991,Massachusetts,Spirits,10427184,4285573,4917991,8714,2,4373309,9799,3,N/A,57,3722505
1991,Massachusetts,Wine,16337829,2107580,4917991,4285,2,4373309,4819,2,N/A,09,1780823
1991,Massachusetts,Beer,129794047,5840732,4917991,11876,8,4373309,3355,8,N/A,46,5970526
1991,Massachusetts,All beverages,N/A,12233885,4917991,24876,3,4373309,7974,4,N/A,N/A,11473854
1991,Michigan,Spirits,13435052,5521806,7437232,7425,5,6481013,8520,6,N/A,78,5078450
1991,Michigan,Wine,12673140,1634835,7437232,2198,7,6481013,2522,7,N/A,07,1356026
1991,Michigan,Beer,214853797,9668421,7437232,13000,6,6481013,4918,6,N/A,46,9883275
1991,Michigan,All beverages,N/A,16825062,7437232,22623,6,6481013,5961,6,N/A,N/A,16317751
1991,Minnesota,Spirits,6902933,2837105,3485548,8140,4,3065785,9254,4,N/A,80,2623115
1991,Minnesota,Wine,6374000,822246,3485548,2359,6,3065785,2682,6,N/A,97,618278
1991,Minnesota,Beer,100396166,4517827,3485548,12962,6,3065785,4736,6,N/A,46,4618224
1991,Minnesota,All beverages,N/A,8177178,3485548,23460,5,3065785,6672,5,N/A,N/A,7859617
1991,Mississippi,Spirits,3147098,1293457,2026085,6384,7,1719074,7524,7,N/A,90,1227368
1991,Mississippi,Wine,1456000,187824,2026085,927,0,1719074,1093,0,N/A,09,158704
1991,Mississippi,Beer,59363698,2671366,2026085,13185,6,1719074,5540,5,N/A,46,2730730
1991,Mississippi,All beverages,N/A,4152647,2026085,20496,8,1719074,4156,8,N/A,N/A,4116802
1991,Missouri,Spirits,6407934,2633661,4116559,6398,7,3612629,7290,7,N/A,71,2377344
1991,Missouri,Wine,6862763,885296,4116559,2151,7,3612629,2451,7,N/A,09,748041
1991,Missouri,Beer,123144056,5541483,4116559,13461,5,3612629,5339,5,N/A,46,5664627
1991,Missouri,All beverages,N/A,9060440,4116559,22010,7,3612629,5080,7,N/A,N/A,8790012
1991,Montana,Spirits,1163075,478024,632822,7554,5,550843,8678,5,N/A,82,444295
1991,Montana,Wine,1352000,174408,632822,2756,5,550843,3166,5,N/A,03,139256
1991,Montana,Beer,22660132,1019706,632822,16114,1,550843,8512,1,N/A,46,1042366
1991,Montana,All beverages,N/A,1672138,632822,26424,3,550843,0356,2,N/A,N/A,1625917
1991,Nebraska,Spirits,1859952,764440,1251692,6107,7,1091852,7001,7,N/A,73,693762
1991,Nebraska,Wine,1725423,222580,1251692,1778,8,1091852,2039,8,N/A,05,181169
1991,Nebraska,Beer,38936185,1752128,1251692,13998,4,1091852,6047,3,N/A,46,1791065
1991,Nebraska,All beverages,N/A,2739148,1251692,21884,7,1091852,5087,7,N/A,N/A,2665996
1991,Nevada,Spirits,4106989,1687972,1032790,16344,1,922263,8303,1,N/A,78,1552442
1991,Nevada,Wine,5013968,646802,1032790,6263,1,922263,7013,1,N/A,08,541509
1991,Nevada,Beer,46997477,2114886,1032790,20477,1,922263,2931,1,N/A,46,2161884
1991,Nevada,All beverages,N/A,4449660,1032790,43084,1,922263,8247,1,N/A,N/A,4255835
1991,New Hampshire,Spirits,4221293,1734951,883293,19642,1,781277,2207,1,N/A,72,1570321
1991,New Hampshire,Wine,3326000,429054,883293,4857,1,781277,5492,1,N/A,08,359208
1991,New Hampshire,Beer,36403052,1638137,883293,18546,1,781277,0967,1,N/A,46,1674540
1991,New Hampshire,All beverages,N/A,3802142,883293,43045,1,781277,8666,1,N/A,N/A,3604069
1991,New Jersey,Spirits,12642800,5196191,6351499,8181,4,5651855,9194,4,N/A,78,4778978
1991,New Jersey,Wine,20999015,2708873,6351499,4265,2,5651855,4793,2,N/A,09,2288893
1991,New Jersey,Beer,154525100,6953630,6351499,10948,9,5651855,2303,0,N/A,46,7108155
1991,New Jersey,All beverages,N/A,14858694,6351499,23394,6,5651855,6290,6,N/A,N/A,14176026
1991,New Mexico,Spirits,1861475,765066,1188025,6440,7,1024052,7471,7,N/A,80,707361
1991,New Mexico,Wine,2406150,310393,1188025,2613,6,1024052,3031,6,N/A,01,243021
1991,New Mexico,Beer,43237452,1945685,1188025,16377,1,1024052,9000,1,N/A,46,1988923
1991,New Mexico,All beverages,N/A,3021144,1188025,25430,3,1024052,9502,3,N/A,N/A,2939305
1991,New York,Spirits,24453401,10050348,14662659,6854,6,12964042,7752,6,N/A,87,9463466
1991,New York,Wine,41759000,5386911,14662659,3674,3,12964042,4155,3,N/A,07,4468213
1991,New York,Beer,354514760,15953164,14662659,10880,0,12964042,2306,0,N/A,46,16307679
1991,New York,All beverages,N/A,31390423,14662659,21408,7,12964042,4213,7,N/A,N/A,30239358
1991,North Carolina,Spirits,8083228,3322207,5498985,6041,7,4812423,6903,7,N/A,97,3209042
1991,North Carolina,Wine,10145000,1308705,5498985,2380,6,4812423,2719,6,N/A,12,1136240
1991,North Carolina,Beer,136058814,6122647,5498985,11134,9,4812423,2723,9,N/A,46,6258705
1991,North Carolina,All beverages,N/A,10753559,5498985,19556,9,4812423,2345,9,N/A,N/A,10603987
1991,North Dakota,Spirits,1045741,429800,500148,8593,3,434765,9886,2,N/A,69,385878
1991,North Dakota,Wine,604251,77948,500148,1558,9,434765,1793,9,N/A,98,59217
1991,North Dakota,Beer,15864218,713890,500148,14274,3,434765,6420,3,N/A,46,729754
1991,North Dakota,All beverages,N/A,1221638,500148,24426,4,434765,8099,4,N/A,N/A,1174849
1991,Ohio,Spirits,10858605,4462887,8735319,5109,0,7645180,5838,0,N/A,51,3811370
1991,Ohio,Wine,12527000,1615983,8735319,1850,8,7645180,2114,8,N/A,10,1377970
1991,Ohio,Beer,258087090,11613919,8735319,13295,5,7645180,5191,6,N/A,46,11872006
1991,Ohio,All beverages,N/A,17692789,8735319,20254,8,7645180,3142,8,N/A,N/A,17061346
1991,Oklahoma,Spirits,3313789,1361967,2508142,5430,9,2180298,6247,9,N/A,95,1308947
1991,Oklahoma,Wine,2461566,317542,2508142,1266,9,2180298,1456,9,N/A,16,285542
1991,Oklahoma,Beer,60887844,2739953,2508142,10924,0,2180298,2567,9,N/A,46,2800841
1991,Oklahoma,All beverages,N/A,4419462,2508142,17620,0,2180298,0270,0,N/A,N/A,4395330
1991,Oregon,Spirits,3805354,1564000,2333892,6701,6,2058739,7597,6,N/A,92,1491699
1991,Oregon,Wine,7881666,1016735,2333892,4356,2,2058739,4939,2,N/A,05,827575
1991,Oregon,Beer,66336270,2985132,2333892,12790,6,2058739,4500,6,N/A,46,3051468
1991,Oregon,All beverages,N/A,5565867,2333892,23848,5,2058739,7035,5,N/A,N/A,5370742
1991,Pennsylvania,Spirits,12313814,5060978,9749929,5191,0,8629151,5865,0,N/A,82,4703877
1991,Pennsylvania,Wine,12933567,1668430,9749929,1711,8,8629151,1933,8,N/A,14,1474427
1991,Pennsylvania,Beer,294477184,13251473,9749929,13591,5,8629151,5357,5,N/A,46,13545950
1991,Pennsylvania,All beverages,N/A,19980881,9749929,20493,8,8629151,3155,8,N/A,N/A,19724254
1991,Rhode Island,Spirits,1439240,591528,827389,7149,6,731888,8082,6,N/A,66,526762
1991,Rhode Island,Wine,2399752,309568,827389,3742,3,731888,4230,3,N/A,08,259173
1991,Rhode Island,Beer,24364786,1096415,827389,13252,5,731888,4981,6,N/A,46,1120780
1991,Rhode Island,All beverages,N/A,1997511,827389,24142,4,731888,7293,5,N/A,N/A,1906715
1991,South Carolina,Spirits,5802349,2384765,2837715,8404,3,2452939,9722,3,N/A,94,2286126
1991,South Carolina,Wine,4931000,636099,2837715,2242,6,2452939,2593,6,N/A,97,478307
1991,South Carolina,Beer,84668502,3810083,2837715,13427,5,2452939,5533,5,N/A,46,3894751
1991,South Carolina,All beverages,N/A,6830947,2837715,24072,5,2452939,7848,4,N/A,N/A,6659184
1991,South Dakota,Spirits,1000016,411007,543823,7558,5,471320,8720,4,N/A,68,368006
1991,South Dakota,Wine,637000,82173,543823,1511,9,471320,1743,9,N/A,06,67522
1991,South Dakota,Beer,16512491,743062,543823,13664,4,471320,5766,4,N/A,46,759575
1991,South Dakota,All beverages,N/A,1236242,543823,22732,6,471320,6229,6,N/A,N/A,1195103
1991,Tennessee,Spirits,5293883,2175786,4005453,5432,9,3500309,6216,9,N/A,83,2027557
1991,Tennessee,Wine,4168000,537672,4005453,1342,9,3500309,1536,9,N/A,01,420968
1991,Tennessee,Beer,105855917,4763516,4005453,11893,7,3500309,3609,7,N/A,46,4869372
1991,Tennessee,All beverages,N/A,7476974,4005453,18667,9,3500309,1361,9,N/A,N/A,7317897
1991,Texas,Spirits,18091735,7435703,13424683,5539,9,11576385,6423,9,N/A,99,7218602
1991,Texas,Wine,25517492,3291756,13424683,2452,6,11576385,2844,6,N/A,96,2449679
1991,Texas,Beer,476166264,21427482,13424683,15961,2,11576385,8510,2,N/A,46,21903648
1991,Texas,All beverages,N/A,32154941,13424683,23952,5,11576385,7776,5,N/A,N/A,31571929
1991,Utah,Spirits,1332221,547543,1276832,4288,0,1048183,5224,0,N/A,31,440965
1991,Utah,Wine,1143000,147447,1276832,1155,0,1048183,1407,0,N/A,07,122301
1991,Utah,Beer,22691535,1021119,1276832,7997,0,1048183,9742,0,N/A,46,1043811
1991,Utah,All beverages,N/A,1716109,1276832,13440,0,1048183,6372,0,N/A,N/A,1607077
1991,Vermont,Spirits,904917,371921,452817,8213,3,396240,9386,3,N/A,81,344773
1991,Vermont,Wine,1627000,209883,452817,4635,1,396240,5297,1,N/A,02,165954
1991,Vermont,Beer,14188917,638501,452817,14101,3,396240,6114,3,N/A,46,652690
1991,Vermont,All beverages,N/A,1220305,452817,26949,2,396240,0797,2,N/A,N/A,1163417
1991,Virginia,Spirits,7198990,2958785,5071019,5835,8,4462466,6630,8,N/A,86,2778810
1991,Virginia,Wine,10947579,1412238,5071019,2785,5,4462466,3165,5,N/A,98,1072863
1991,Virginia,Beer,135339317,6090269,5071019,12010,7,4462466,3648,7,N/A,46,6225609
1991,Virginia,All beverages,N/A,10461292,5071019,20630,8,4462466,3443,8,N/A,N/A,10077282
1991,Washington,Spirits,7052410,2898541,3962332,7315,6,3495272,8293,6,N/A,91,2757492
1991,Washington,Wine,13293525,1714865,3962332,4328,2,3495272,4906,2,N/A,03,1369233
1991,Washington,Beer,108346829,4875607,3962332,12305,7,3495272,3949,7,N/A,46,4983954
1991,Washington,All beverages,N/A,9489013,3962332,23948,5,3495272,7148,5,N/A,N/A,9110679
1991,West Virginia,Spirits,1553224,638375,1472571,4335,0,1276953,4999,0,N/A,91,607311
